Cust No.,First Name,Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Num Of Policies,Credit Card,Active Member,Salary,Exited
7784,Kate,Tate,437,France,Female,43,6,,1,Yes,No,148331,1
7785,Chelsea,Davis,741,France,Female,64,2,69311.16,1,Yes,Yes,59238,0
7786,Carlos,Bair,738,France,Male,26,9,,2,Yes,Yes,48645,0
7787,Michelle,Drury,586,Spain,Female,33,10,66948.67,2,Yes,Yes,140759,0
7788,Dale,Padovano,627,France,Female,57,9,,2,Yes,Yes,107712,0
7789,Arianna,Conway,551,Spain,Male,76,2,128410.71,2,Yes,Yes,181719,0
7790,Jasmine,Waters,606,Germany,Male,38,3,99897.53,1,No,No,37055,0
7791,Dexter,Kang,674,France,Male,22,3,,1,Yes,Yes,173941,0
7792,Carl,Martin,584,Germany,Female,31,6,152622.34,1,Yes,No,99299,0
7793,Adrian,Ugochukwutubelum,590,France,Male,40,8,,2,Yes,No,62933,0
7794,Aida,Burns,585,France,Male,56,4,138227.19,2,Yes,Yes,55288,0
7795,Anna,Genovese,508,France,Female,25,2,111395.53,1,No,Yes,48197,0
7796,Heather,Beale,458,Germany,Male,44,7,84386.57,1,Yes,No,178643,0
7797,Ted,Cherkasova,692,France,Female,36,3,,2,Yes,Yes,8282,0
7798,Dexter,Coles,502,Germany,Male,33,5,174673.65,2,Yes,No,33301,0
7799,Carl,Potter,518,France,Male,46,3,,2,Yes,No,76516,0
7800,Adrian,McMinn,660,Germany,Male,46,5,109019.65,2,Yes,Yes,33681,0
7801,Aida,Bergamaschi,698,Germany,Female,52,1,107906.75,1,Yes,No,168886,1
7802,Anna,Chijindum,678,France,Male,54,7,128914.97,1,No,No,191746,1
7803,Heather,Ch'iu,773,Spain,Male,63,9,111179.83,1,Yes,Yes,93091,0
7804,Ted,Yusupova,619,Germany,Female,52,8,124099.13,1,No,No,23905,0
7805,Stella,Davis,684,Germany,Male,59,9,122471.09,1,No,Yes,15807,0
7806,Arthur,Iadanza,635,France,Male,34,3,134692.4,2,Yes,Yes,83773,0
7807,Lucia,Jordan,680,France,Female,25,4,123816.5,1,Yes,Yes,90162,0
7808,Robert,Kruglova,608,Germany,Male,34,3,106288.54,1,Yes,Yes,36639,0
7809,Victoria,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,Yes,No,139469,1
7810,Adison,Hajek,579,Spain,Male,43,2,145843.82,1,Yes,Yes,198402,1
7811,Alissa,Welch,756,Germany,Female,34,2,148200.72,1,No,No,194584,0
7812,Cherry,Vinogradoff,611,France,Male,30,2,104145.65,1,No,No,159630,0
7813,Adele,Hung,532,Germany,Male,24,8,142755.25,1,No,No,34231,0
7814,Vanessa,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,Yes,No,69643,1
7815,Leonardo,Mays,647,Germany,Female,33,3,168560.46,2,No,No,90270,0
7816,Daryl,Gardner,583,France,Male,38,8,,1,Yes,No,47849,0
7817,Fiona,Mamelu,774,Germany,Male,42,2,132193.94,2,Yes,Yes,162866,0
7818,Melissa,Ross,677,France,Male,58,9,,1,No,Yes,168650,0
7819,Kellan,Barese,542,Germany,Male,25,8,139330.1,1,No,No,54372,0
7820,Carl,Swayne,613,Spain,Male,29,0,,2,No,Yes,133897,0
7821,Kate,Phillips,666,France,Male,40,5,,2,Yes,No,147878,0
7822,Chelsea,Manfrin,777,France,Female,28,2,134571.5,1,No,Yes,118313,0
7823,Carlos,Tan,581,Germany,Male,50,2,143829.2,2,Yes,No,181224,1
7824,Michelle,Adams,705,France,Male,32,7,,2,Yes,No,7922,0
7825,Dale,Teng,673,France,Female,44,8,133444.97,1,No,Yes,5708,0
7826,Arianna,Chinwendu,594,Germany,Female,23,4,104753.84,2,Yes,No,56757,1
7827,Jasmine,Davison,648,Germany,Female,51,2,116574.84,1,Yes,No,4121,1
7828,Dexter,Hsing,605,France,Male,41,10,,2,No,Yes,97213,0
7829,Carl,Castro,734,France,Female,40,9,176914.8,1,Yes,Yes,12799,0
7830,Adrian,Parkin,572,France,Female,36,8,68348.18,2,No,Yes,50400,0
7831,Aida,Manna,595,France,Female,33,9,,2,Yes,Yes,41448,0
7832,Anna,Fennescey,749,France,Male,42,2,56726.83,2,No,Yes,185543,0
7833,Heather,Colon,573,Spain,Male,46,3,65269.23,1,No,Yes,189989,1
7834,Ted,Yeh,624,Spain,Male,33,6,66220.17,1,No,Yes,170819,0
7835,Stella,Bergamaschi,703,France,Male,56,9,,1,No,No,85547,1
7836,Arthur,Matveyeva,665,France,Female,41,8,96147.55,1,Yes,No,137038,0
7837,Lucia,Ignatyeva,648,France,Male,42,4,,2,Yes,No,19283,0
7838,Robert,Lederer,850,Spain,Male,48,2,,1,Yes,No,169425,1
7839,Victoria,Nwabugwu,569,Germany,Female,32,8,145330.43,1,Yes,Yes,132039,0
7840,Adison,Abramowitz,566,France,Female,21,3,,2,Yes,Yes,3626,0
7841,Alissa,Chapman,537,Germany,Female,47,4,124192.28,2,Yes,Yes,50882,0
7842,Cherry,Fiorentino,706,Germany,Female,46,7,111288.18,1,Yes,Yes,149170,1
7843,Adele,Cecil,734,France,Male,43,7,107805.67,1,No,No,182506,0
7844,Vanessa,Ikechukwu,586,Germany,Female,36,5,103700.69,1,Yes,No,194073,1
7845,Leonardo,Allen,612,France,Female,38,1,,2,Yes,Yes,9209,0
7846,Daryl,Kao,648,France,Male,34,0,,1,Yes,Yes,167932,0
7847,Fiona,Hart,557,France,Female,27,3,87739.08,1,Yes,Yes,123097,0
7848,Melissa,Charlton,643,Spain,Female,20,0,133313.34,1,Yes,Yes,3966,0
7849,Kellan,Turnbull,433,France,Female,49,10,,1,Yes,Yes,87712,0
7850,Carl,Manners,643,Germany,Male,41,7,154902.66,1,Yes,Yes,49667,0
7851,Kate,Chiazagomekpere,488,France,Female,36,0,,2,Yes,No,136675,0
7852,Chelsea,Lavrentyev,758,Germany,Male,68,6,112595.85,1,Yes,No,35865,1
7853,Carlos,Wallace,743,Germany,Male,39,3,119695.75,1,No,Yes,26136,0
7854,Michelle,Miller,730,France,Female,47,7,,1,Yes,No,33373,1
7855,Dale,Bazhenov,746,Spain,Male,49,7,,2,No,Yes,10096,0
7856,Arianna,Ifesinachi,666,Germany,Female,59,8,152614.51,2,Yes,Yes,188782,0
7857,Jasmine,Ma,580,Germany,Female,33,7,131647.01,2,No,No,79775,0
7858,Dexter,Chu,850,France,Male,27,6,96654.72,2,No,No,152740,0
7859,Carl,Kerr,563,France,Male,22,3,137583.04,1,No,Yes,5792,0
7860,Adrian,Wynne,766,Germany,Female,28,3,62717.84,2,Yes,Yes,13182,0
7861,Aida,Moon,659,France,Male,32,9,95377.13,1,No,Yes,187551,0
7862,Anna,Disher,607,Spain,Male,28,1,135936.1,2,Yes,Yes,110560,0
7863,Heather,Cattaneo,644,Germany,Male,35,5,161591.11,3,Yes,Yes,63796,0
7864,Ted,Beluchi,746,France,Male,47,8,142382.03,1,Yes,Yes,62087,0
7865,Dexter,Mazzi,588,Spain,Male,33,2,,2,Yes,Yes,12484,0
7866,Carl,Ifeajuna,691,Spain,Male,30,9,,2,No,Yes,10963,0
7867,Adrian,Howe,666,France,Female,38,6,127043.09,1,Yes,Yes,8247,0
7868,Aida,Yocum,640,Spain,Female,46,3,,1,Yes,Yes,156260,0
7869,Anna,Moore,611,Germany,Female,29,4,78885.88,2,Yes,Yes,26928,0
7870,Heather,Y?an,651,Spain,Female,45,8,95922.9,1,Yes,No,84782,1
7871,Ted,Chinweuba,529,France,Female,29,8,,2,Yes,No,19842,0
7872,Stella,Lowrie,676,France,Female,36,3,91711.59,1,Yes,Yes,95393,0
7873,Arthur,Shen,639,Germany,Female,46,10,110031.09,2,Yes,Yes,133996,0
7874,Lucia,Lavarack,782,France,Male,36,5,81210.72,2,No,Yes,108003,0
7875,Robert,Davide,641,Germany,Male,32,5,122947.92,1,Yes,Yes,99155,0
7876,Victoria,Gomes,697,France,Female,38,1,182065.85,1,Yes,No,49504,0
7877,Adison,Matveyeva,623,France,Male,45,0,,1,Yes,No,196534,1
7878,Alissa,Fiorentino,494,Spain,Female,41,2,69974.66,2,Yes,No,188426,1
7879,Cherry,Eberechukwu,731,France,Female,38,10,123711.73,2,Yes,No,171341,1
7880,Adele,Gibney,657,France,Male,44,6,76495.04,1,Yes,No,79072,0
7881,Vanessa,Virgo,744,France,Female,38,9,,2,No,No,20941,0
7882,Leonardo,Kulikova,774,Spain,Male,46,9,,2,Yes,Yes,34774,0
7883,Daryl,Liu,850,Germany,Female,45,1,121874.89,1,No,No,6865,1
7884,Fiona,Kao,551,France,Female,45,6,,2,Yes,Yes,51143,0
7885,Melissa,Foran,638,France,Male,36,6,188455.19,1,No,No,47031,1
7886,Kellan,Jones,792,France,Female,42,0,99045.93,2,Yes,No,47160,0
7887,Carl,Fowler,666,France,Female,36,8,,1,No,Yes,158667,0
7888,Kate,Conti,716,Germany,Female,30,2,205770.78,2,No,No,65465,0
7889,Chelsea,Stephenson,594,France,Female,31,0,79340.95,1,Yes,No,78256,0
7890,Carlos,Willis,600,Germany,Male,57,9,138456.03,2,Yes,Yes,103548,0
7891,Michelle,Ts'ui,565,France,Male,49,7,,2,Yes,Yes,89609,0
7892,Dale,Chibuzo,678,Germany,Male,48,2,101099.9,2,No,Yes,193476,0
7893,Arianna,Fang,648,Spain,Female,31,5,,2,Yes,Yes,5199,0
7894,Jasmine,Wyckoff,642,France,Male,40,8,109219.83,1,Yes,No,52828,0
7895,Dexter,Muir,706,Germany,Male,67,1,123276.69,2,Yes,Yes,86508,1
7896,Carl,Halpern,668,Spain,Male,43,10,113034.31,1,Yes,Yes,100424,0
7897,Adrian,Flynn,635,Spain,Male,41,1,,2,Yes,No,175612,0
7898,Aida,Shao,603,Spain,Male,30,6,129548.5,2,Yes,Yes,19283,0
7899,Anna,Soares,635,France,Female,72,4,74812.84,1,No,Yes,27448,0
7900,Heather,Gallo,642,France,Female,40,7,,2,Yes,No,183963,0
7901,Ted,Lei,785,Spain,Female,54,1,,2,Yes,No,45114,1
7902,Stella,Daniels,628,Germany,Female,28,3,153538.13,2,Yes,No,110776,0
7903,Arthur,Kenechi,499,France,Female,38,9,,2,No,Yes,183042,0
7904,Lucia,Singleton,567,Spain,Male,34,10,,2,No,Yes,161572,0
7905,Robert,Williams,449,Spain,Male,32,0,155619.36,1,Yes,Yes,166692,0
7906,Victoria,Greece,701,Spain,Male,35,10,159693.9,2,Yes,Yes,71174,0
7907,Adison,Olisanugo,613,Spain,Male,37,3,171653.17,1,No,Yes,5353,0
7908,Alissa,Padovano,683,Germany,Female,39,2,47685.47,2,Yes,Yes,86019,0
7909,Cherry,Rossi,581,France,Male,35,4,,2,No,Yes,86384,0
7910,Adele,Grant,620,France,Male,61,5,,1,No,No,31642,1
7911,Vanessa,Ebelegbulam,561,Spain,Male,28,6,123692,1,Yes,Yes,70549,0
7912,Leonardo,Mitchell,558,Germany,Male,26,1,148853.29,2,Yes,Yes,24411,0
7913,Daryl,Buckley,642,France,Male,35,2,133161.95,1,No,Yes,122255,0
7914,Fiona,Repina,805,Germany,Male,24,6,143221.35,2,Yes,No,186036,0
7915,Melissa,Ellis,687,France,Male,35,9,,2,No,Yes,73134,0
7916,Kellan,Douglas,695,Spain,Male,56,1,,3,Yes,No,187734,1
7917,Carl,Becher,562,France,Male,33,6,,2,Yes,No,111590,0
7918,Kate,Nwachukwu,613,Germany,Male,38,9,126265.88,2,No,No,15860,0
7919,Chelsea,Smith,589,France,Male,37,5,,1,Yes,No,61325,0
7920,Carlos,Aksyonov,593,Spain,Male,31,8,112713.34,1,Yes,Yes,176869,0
7921,Michelle,Artyomova,714,France,Male,34,5,141173.03,1,No,Yes,98896,0
7922,Dale,Medvedeva,588,Spain,Female,35,7,,2,Yes,Yes,108739,0
7923,Arianna,Tsui,679,Spain,Male,39,6,,2,Yes,No,12266,0
7924,Jasmine,Runyon,730,Spain,Male,38,5,118866.36,1,Yes,Yes,163318,0
7925,Dexter,Gallo,833,France,Male,47,2,,2,Yes,Yes,182248,0
7926,Carl,Bradshaw,586,Spain,Female,33,7,,2,Yes,Yes,168261,0
7927,Adrian,Evans,567,Spain,Female,54,5,92316.31,2,Yes,No,158591,1
7928,Aida,Hancock,637,Germany,Male,30,1,122185.53,1,Yes,No,102566,1
7929,Anna,Butler,711,France,Male,38,4,123345.85,1,Yes,No,141828,0
7930,Heather,Bradshaw,828,France,Male,30,4,73070.18,2,No,No,161671,0
7931,Ted,Bergamaschi,500,Spain,Male,38,7,,2,No,No,192013,0
7932,Dexter,Ebelegbulam,807,France,Male,47,1,95120.59,1,No,No,127875,0
7933,Carl,Greco,850,France,Male,40,8,102800.65,1,Yes,No,60812,0
7934,Adrian,Lucas,782,France,Female,70,7,97072.42,1,No,Yes,131177,0
7935,Aida,Barber,629,Spain,Male,31,6,132876.55,1,Yes,Yes,130862,0
7936,Anna,Dobbs,582,Spain,Male,33,6,,2,No,Yes,72971,0
7937,Heather,Thomson,468,France,Male,22,2,,2,Yes,No,28124,0
7938,Ted,Su,670,France,Male,36,3,,1,Yes,No,140754,1
7939,Stella,Watkins,805,France,Male,39,2,,1,No,No,166650,0
7940,Arthur,Ch'ien,720,France,Male,26,10,51962.91,2,Yes,No,45507,0
7941,Lucia,Monds,781,Spain,Female,29,6,98759.89,1,No,No,112203,0
7942,Robert,McClemans,592,Germany,Male,33,2,156570.86,1,Yes,Yes,37140,0
7943,Victoria,Shen,542,France,Female,42,1,,1,Yes,Yes,178257,1
7944,Adison,Gallo,532,France,Male,42,1,159024.71,1,Yes,No,100983,1
7945,Alissa,Foveaux,520,France,Female,39,1,73493.17,1,No,Yes,109626,1
7946,Cherry,Longo,759,France,Female,45,8,,2,Yes,Yes,99251,0
7947,Adele,Calabresi,473,France,Female,35,6,69617.36,1,Yes,No,143346,0
7948,Vanessa,Randall,639,Spain,Female,35,5,136526.26,2,Yes,No,59653,0
7949,Leonardo,Garcia,705,France,Male,25,3,113736.27,1,No,Yes,196865,0
7950,Daryl,Sullivan,530,France,Male,52,1,106723.28,1,No,No,109960,1
7951,Fiona,Higgins,516,Germany,Female,33,10,138847.9,1,Yes,Yes,127257,0
7952,Melissa,Crawford,850,France,Female,40,0,,2,Yes,No,1100,0
7953,Kellan,Martin,746,Germany,Female,33,2,107868.14,2,Yes,Yes,146192,0
7954,Carl,Currey,622,Germany,Male,33,3,96926.12,2,Yes,No,48554,0
7955,Kate,Teng,743,France,Male,30,7,77599.23,1,No,No,144407,0
7956,Chelsea,Austin,732,Germany,Male,38,5,178787.54,1,Yes,Yes,195761,0
7957,Carlos,Hudson,850,France,Male,81,5,,2,Yes,Yes,44827,0
7958,Michelle,Ts'ui,850,Germany,Female,34,3,129668.43,2,Yes,Yes,88744,0
7959,Dale,Hancock,686,France,Male,34,6,146178.13,2,Yes,Yes,88837,0
7960,Arianna,Nicholas,556,France,Female,40,8,,2,Yes,No,62113,0
7961,Jasmine,Napolitano,673,France,Male,37,4,,2,No,No,163563,0
7962,Dexter,Jamieson,809,France,Female,38,2,154763.21,2,Yes,Yes,174800,0
7963,Carl,Foster,634,Germany,Female,56,3,116251.24,1,No,Yes,42430,1
7964,Adrian,Moretti,630,France,Male,37,6,,2,Yes,Yes,82648,0
7965,Aida,Chiedozie,564,Germany,Female,30,0,100954.88,2,No,No,134175,0
7966,Anna,Okwukwe,625,France,Female,51,4,124620.01,2,Yes,No,92244,1
7967,Heather,Lumholtz,677,Spain,Female,34,4,,2,Yes,Yes,6176,0
7968,Ted,Rose,583,France,Male,40,9,112701.04,1,No,No,29214,0
7969,Stella,Wan,592,Spain,Male,45,8,84692.5,1,No,Yes,67214,0
7970,Arthur,De Bernales,637,Germany,Male,49,2,108204.52,1,Yes,No,169038,1
7971,Lucia,Ch'eng,850,France,Male,30,6,86449.39,1,Yes,Yes,188809,0
7972,Robert,Edmondson,633,Spain,Male,42,10,,1,No,Yes,79408,0
7973,Victoria,Ch'ien,751,Germany,Male,36,5,73194.99,1,Yes,Yes,89223,0
7974,Adison,Millar,592,Germany,Male,31,7,124593.23,1,Yes,No,86080,0
7975,Alissa,Dickson,716,Germany,Male,50,2,119655.77,1,Yes,Yes,12944,1
7976,Cherry,Toscani,641,Germany,Male,42,3,121765.37,2,Yes,Yes,166517,0
7977,Adele,Pan,849,France,Male,35,4,110837.73,1,No,No,126420,0
7978,Vanessa,Chigozie,647,Spain,Male,47,10,99835.17,1,No,Yes,89103,0
7979,Leonardo,Sagese,608,Germany,Female,30,2,91057.37,2,Yes,No,132973,0
7980,Daryl,Reilly,555,France,Female,26,7,,2,Yes,No,93122,0
7981,Fiona,Taylor,497,Spain,Male,27,7,149400.27,1,No,No,167522,0
7982,Melissa,Yen,599,Germany,Male,38,9,89111.63,1,No,No,157240,0
7983,Kellan,Kapustin,545,Germany,Male,33,1,132527.9,2,No,Yes,107430,0
7984,Carl,Singh,774,France,Female,36,9,114997.42,1,Yes,No,75304,0
7985,Kate,Yeh,464,France,Male,46,6,161798.53,1,Yes,No,182944,0
7986,Chelsea,Genovese,696,Germany,Female,27,2,96129.32,2,Yes,Yes,5984,0
7987,Carlos,Boyle,667,Spain,Male,45,3,,2,No,No,163655,0
7988,Michelle,Blair,812,France,Male,32,5,133050.97,2,Yes,No,89386,0
7989,Dale,Okagbue,516,France,Male,51,8,120124.35,2,No,Yes,168774,0
7990,Arianna,Khan,645,France,Male,39,8,,2,No,No,96864,0
7991,Jasmine,Robertson,664,Spain,Male,32,5,133705.74,1,No,No,134456,0
7992,Dexter,Tikhonov,427,Spain,Female,39,9,,2,Yes,No,28368,0
7993,Carl,MacDonald,685,France,Female,40,7,,2,Yes,No,103899,0
7994,Adrian,Ah Mouy,585,France,Female,33,4,152805.05,1,Yes,No,63240,0
7995,Aida,Barese,519,Germany,Female,21,1,151701.45,3,Yes,Yes,170139,1
7996,Anna,Winter-Irving,708,France,Female,67,1,,2,No,Yes,3837,0
7997,Heather,Wilson,717,France,Female,22,5,112465.06,1,Yes,Yes,92978,0
7998,Ted,Fiorentino,465,Germany,Male,24,6,156007.09,1,Yes,No,191368,0
7999,Dexter,Iloerika,829,Germany,Male,28,3,132405.52,3,Yes,No,104889,1
8000,Carl,Davison,826,France,Male,26,5,142662.68,1,No,No,60285,0
8001,Adrian,Hamilton,747,Germany,Male,36,8,102603.3,2,Yes,Yes,180694,0
8002,Aida,Nnachetam,707,Spain,Male,32,9,,2,Yes,No,126476,0
8003,Anna,Blue,590,Spain,Male,37,1,,2,No,No,133536,0
8004,Heather,Madukwe,603,Spain,Male,57,6,105000.85,2,Yes,Yes,87412,1
8005,Ted,Mills,615,France,Male,45,5,,2,Yes,Yes,164887,0
8006,Stella,Ferrari,634,France,Female,36,1,69518.95,1,Yes,No,116238,0
8007,Arthur,Nixon,716,Germany,Male,41,8,126145.54,2,Yes,Yes,138051,0
8008,Lucia,Manfrin,647,France,Male,41,4,138937.35,1,Yes,Yes,101618,1
8009,Robert,McCartney,591,Germany,Female,44,10,113581.98,1,Yes,No,1985,0
8010,Victoria,Robinson,574,France,Male,34,1,112572.39,1,No,No,165627,0
8011,Adison,Nkemdirim,467,Germany,Male,51,10,114514.71,2,Yes,No,177785,1
8012,Alissa,Sal,701,France,Female,35,2,,2,Yes,Yes,65765,0
8013,Cherry,Kao,747,France,Female,34,10,,2,Yes,Yes,50760,0
8014,Adele,Ikechukwu,650,France,Male,32,2,84906.45,1,Yes,No,163216,0
8015,Vanessa,Hargreaves,731,Spain,Female,39,2,126816.18,1,Yes,Yes,74851,0
8016,Leonardo,Sievier,638,Germany,Female,26,1,105249.76,2,Yes,Yes,23491,0
8017,Daryl,Murphy,569,Spain,Male,41,2,,2,Yes,No,134273,0
8018,Fiona,Munro,459,Germany,Male,50,5,109387.9,1,Yes,No,155721,0
8019,Melissa,Donnelly,632,Germany,Male,23,3,122478.51,1,Yes,No,147231,1
8020,Kellan,North,683,France,Female,73,8,137732.23,2,Yes,Yes,133210,0
8021,Carl,Cruz,850,France,Female,46,2,157866.77,1,Yes,Yes,18986,0
8022,Kate,Sinclair,512,France,Female,41,6,,1,Yes,Yes,100508,0
8023,Chelsea,Vasiliev,616,France,Female,31,3,136789.14,1,Yes,No,59346,1
8024,Carlos,Vasilyeva,664,France,Male,36,1,,2,Yes,Yes,95373,0
8025,Michelle,Hamilton,694,France,Male,30,10,144684.03,1,Yes,Yes,31805,0
8026,Dale,Sung,655,France,Male,24,9,107065.31,1,Yes,Yes,51960,0
8027,Arianna,Genovesi,607,France,Female,33,8,91301.72,1,No,Yes,130825,0
8028,Jasmine,Atkinson,684,Spain,Male,39,4,207034.96,2,No,No,157695,1
8029,Dexter,Watterston,763,Spain,Male,37,8,,2,Yes,Yes,933,0
8030,Carl,Butters,671,Spain,Male,50,8,,1,No,Yes,2560,0
8031,Adrian,Chien,592,Spain,Male,38,3,,1,Yes,Yes,12906,1
8032,Aida,Gorbunova,666,Spain,Female,36,6,,2,Yes,No,176693,0
8033,Anna,Bulgakov,667,France,Male,34,5,,2,Yes,Yes,102909,0
8034,Heather,Steele,850,Spain,Male,36,6,,2,No,Yes,41291,0
8035,Ted,Polyakova,622,Spain,Male,42,9,,2,Yes,No,119127,0
8036,Stella,Bull,577,France,Female,30,8,92472.1,2,No,Yes,126435,0
8037,Arthur,Weaver,555,Spain,Male,21,1,,2,No,No,103901,0
8038,Lucia,Earl,547,France,Male,62,10,127738.75,2,Yes,Yes,85153,0
8039,Robert,Giordano,613,Germany,Female,50,5,101242.98,2,Yes,No,12494,0
8040,Victoria,Begg,672,France,Female,43,4,92599.55,2,Yes,Yes,167337,0
8041,Adison,Pickering,624,Spain,Female,36,10,,2,No,Yes,186180,0
8042,Alissa,Fanucci,698,Spain,Female,50,1,,4,Yes,No,88567,1
8043,Cherry,Chang,606,France,Male,37,6,82373.94,1,No,No,172527,1
8044,Adele,Sopuluchi,720,Spain,Male,31,4,141356.47,1,No,No,137986,0
8045,Vanessa,Martin,835,France,Male,23,9,,1,Yes,No,19794,1
8046,Leonardo,McNaughtan,771,Spain,Female,47,3,72664,2,Yes,Yes,107874,0
8047,Daryl,Stewart,811,France,Female,47,3,123365.34,2,No,No,171995,0
8048,Fiona,Reagan,734,Germany,Male,33,5,121898.58,1,Yes,No,61830,0
8049,Melissa,Heller,548,Spain,Male,33,6,,1,Yes,Yes,31728,0
8050,Kellan,Nwokeocha,652,France,Female,31,3,103696.97,3,No,No,155221,1
8051,Carl,Liu,707,France,Male,33,2,,2,No,No,130867,0
8052,Kate,Sokolova,605,Germany,Female,56,1,74129.18,2,Yes,Yes,62200,1
8053,Chelsea,Bancroft,623,France,Female,34,9,,1,Yes,No,24255,0
8054,Carlos,Nnanna,686,Germany,Male,29,3,185379.02,1,Yes,No,64679,0
8055,Michelle,Trevisani,525,Germany,Female,47,1,118087.68,1,Yes,No,88121,1
8056,Dale,Nwachinemelu,657,Spain,Male,41,8,109402.13,1,Yes,Yes,66464,0
8057,Arianna,Ting,730,Germany,Female,33,7,130367.87,1,Yes,No,15142,1
8058,Jasmine,Lo Duca,816,Germany,Female,34,2,108410.87,2,Yes,No,102909,0
8059,Dexter,Marshall,484,France,Female,50,2,90408.16,2,No,No,48171,0
8060,Carl,Band,728,France,Female,34,6,90425.15,2,Yes,Yes,11598,0
8061,Adrian,Ferri,730,Spain,Female,39,6,140094.59,1,Yes,No,172450,1
8062,Aida,Carter,477,Spain,Male,31,9,,2,No,Yes,184061,0
8063,Anna,Wilson,663,Germany,Female,46,6,95439.4,1,Yes,Yes,21039,1
8064,Heather,Connor,549,Germany,Male,34,6,204017.4,2,Yes,No,109538,0
8065,Ted,Reid,714,Spain,Male,29,9,,2,Yes,No,129193,0
8066,Dexter,Sandefur,430,Germany,Male,49,3,137115.16,1,Yes,No,146517,1
8067,Carl,Bidwill,504,Germany,Male,43,5,134740.19,2,Yes,No,181431,0
8068,Adrian,Cone,530,France,Female,29,5,,2,No,No,121451,0
8069,Aida,Saunders,619,Germany,Male,29,4,98955.87,1,No,Yes,131713,0
8070,Anna,Liardet,617,Germany,Male,44,9,49157.09,2,Yes,No,53294,0
8071,Heather,Wilkes,791,Germany,Male,31,1,130240.33,1,No,No,96547,0
8072,Ted,Martin,609,France,Male,48,1,108019.27,3,Yes,Yes,184525,1
8073,Stella,Boni,780,Germany,Male,51,4,126725.25,1,Yes,No,195259,1
8074,Arthur,Patel,777,Germany,Female,34,5,96693.66,1,Yes,Yes,172619,0
8075,Lucia,Howell-Price,817,Germany,Female,27,7,129810.6,1,Yes,Yes,59259,0
8076,Robert,Simpson,850,France,Male,58,8,156652.13,1,No,No,25899,1
8077,Victoria,Rowland,732,France,Female,36,9,,1,No,No,3749,1
8078,Adison,Barnard,693,France,Male,40,4,130661.96,1,Yes,Yes,101919,0
8079,Alissa,Nnonso,576,France,Female,50,8,,2,Yes,Yes,57803,0
8080,Cherry,Rossi,643,France,Male,37,6,,2,No,No,142455,0
8081,Adele,Pendred,757,France,Male,47,3,130747.1,1,Yes,No,143830,0
8082,Vanessa,Martin,569,Germany,Male,30,6,106629.49,1,No,Yes,44115,0
8083,Leonardo,K?,772,Spain,Male,36,3,112029.83,1,Yes,Yes,186948,0
8084,Daryl,Miller,576,Germany,Male,29,7,130575.26,1,No,Yes,173630,0
8085,Fiona,Afamefula,608,Germany,Male,28,4,96679.71,1,Yes,Yes,49133,0
8086,Melissa,Sims,794,France,Male,33,0,,2,No,No,178123,0
8087,Kellan,Knight,593,France,Male,50,6,171740.69,1,No,No,20894,0
8088,Carl,Obijiaku,597,Spain,Male,38,1,,2,Yes,No,41303,0
8089,Kate,Hopkins,541,Germany,Female,39,9,100116.67,1,Yes,Yes,199808,1
8090,Chelsea,Onio,692,Germany,Male,24,2,120596.93,1,No,Yes,180491,0
8091,Carlos,Black,697,France,Female,48,1,,2,Yes,Yes,87401,0
8092,Michelle,Eluemuno,768,France,Male,29,2,95984.69,2,Yes,Yes,73687,0
8093,Dale,Doyle,802,France,Male,38,1,142557.11,1,Yes,Yes,172498,0
8094,Arianna,Onyemere,584,France,Male,47,5,,2,Yes,No,89286,0
8095,Jasmine,Rahman,614,Spain,Male,66,2,,2,No,Yes,180083,0
8096,Dexter,Su,850,Germany,Female,36,6,143644.16,1,Yes,No,22102,1
8097,Carl,Walker,671,France,Female,38,6,132129.72,1,No,Yes,76069,0
8098,Adrian,Ferguson,626,France,Female,52,0,,2,Yes,No,32159,1
8099,Aida,Samaniego,770,France,Female,68,2,183555.24,1,No,No,159557,1
8100,Anna,Onwumelu,633,France,Male,38,2,91902.56,2,Yes,Yes,107673,0
8101,Heather,Young,663,France,Male,40,6,156218.19,1,No,Yes,33608,0
8102,Ted,Mazzi,581,Germany,Female,43,5,93259.57,3,Yes,No,141036,1
8103,Stella,Toscano,561,Germany,Female,45,2,168085.38,2,No,Yes,115719,0
8104,Arthur,Walton,479,Germany,Male,51,1,107714.74,3,Yes,No,86128,1
8105,Lucia,Chiang,769,France,Female,31,6,117852.26,2,Yes,No,147669,0
8106,Robert,Burgos,659,Spain,Male,60,2,,1,Yes,No,177480,1
8107,Victoria,Spinelli,590,Spain,Female,51,10,84474.62,2,Yes,Yes,190937,0
8108,Adison,Lung,560,France,Male,50,3,,2,Yes,No,84532,0
8109,Alissa,Noble,437,Germany,Male,35,6,126803.34,2,Yes,Yes,161133,0
8110,Cherry,Pai,661,France,Female,34,0,,2,Yes,No,185556,0
8111,Adele,Chigozie,677,Germany,Female,36,10,68806.84,1,Yes,No,33075,0
8112,Vanessa,Peavy,560,France,Female,31,3,115141.18,1,Yes,No,39807,0
8113,Leonardo,Yermakov,578,France,Female,35,2,,2,No,Yes,26390,0
